icd_verstion,icd_code,long_title,ICD9_Code,ICD10,ICD10_Root,ICD10_Root_title
9,V6284,Suicidal ideation,V62.84,R45.851,R45,Symptoms and signs involving emotional state
9,V6285,Homicidal ideation,V62.85,R45.850,R45,Symptoms and signs involving emotional state
10,R45850,Homicidal ideations,,R45.850,R45,Symptoms and signs involving emotional state
10,R45851,Suicidal ideations,,R45.851,R45,Symptoms and signs involving emotional state
9,4260,"Atrioventricular block, complete",426.0,I44.2,I44,Atrioventricular and left bundle-branch block
9,4262,Left bundle branch hemiblock,426.2,I44.4,I44,Atrioventricular and left bundle-branch block
9,4263,Other left bundle branch block,426.3,I44.7,I44,Atrioventricular and left bundle-branch block
10,I440,"Atrioventricular block, first degree",,I44.0,I44,Atrioventricular and left bundle-branch block
10,I441,"Atrioventricular block, second degree",,I44.1,I44,Atrioventricular and left bundle-branch block
10,I442,"Atrioventricular block, complete",,I44.2,I44,Atrioventricular and left bundle-branch block
10,I444,Left anterior fascicular block,,I44.4,I44,Atrioventricular and left bundle-branch block
10,I445,Left posterior fascicular block,,I44.5,I44,Atrioventricular and left bundle-branch block
10,I447,"Left bundle-branch block, unspecified",,I44.7,I44,Atrioventricular and left bundle-branch block
9,42610,"Atrioventricular block, unspecified",426.10,I44.30,I44,Atrioventricular and left bundle-branch block
9,42611,First degree atrioventricular block,426.11,I44.0,I44,Atrioventricular and left bundle-branch block
9,42612,Mobitz (type) II atrioventricular block,426.12,I44.1,I44,Atrioventricular and left bundle-branch block
9,42613,Other second degree atrioventricular block,426.13,I44.1,I44,Atrioventricular and left bundle-branch block
9,42650,"Bundle branch block, unspecified",426.50,I44.30,I44,Atrioventricular and left bundle-branch block
10,I4430,Unspecified atrioventricular block,,I44.30,I44,Atrioventricular and left bundle-branch block
10,I4439,Other atrioventricular block,,I44.39,I44,Atrioventricular and left bundle-branch block
10,I4460,Unspecified fascicular block,,I44.60,I44,Atrioventricular and left bundle-branch block
10,I4469,Other fascicular block,,I44.69,I44,Atrioventricular and left bundle-branch block
9,4820,Pneumonia due to Klebsiella pneumoniae,482.0,J15.0,J15,"Bacterial pneumonia, not elsewhere classified"
9,4821,Pneumonia due to Pseudomonas,482.1,J15.1,J15,"Bacterial pneumonia, not elsewhere classified"
9,4829,"Bacterial pneumonia, unspecified",482.9,J15.9,J15,"Bacterial pneumonia, not elsewhere classified"
9,4830,Pneumonia due to mycoplasma pneumoniae,483.0,J15.7,J15,"Bacterial pneumonia, not elsewhere classified"
10,J150,Pneumonia due to Klebsiella pneumoniae,,J15.0,J15,"Bacterial pneumonia, not elsewhere classified"
10,J151,Pneumonia due to Pseudomonas,,J15.1,J15,"Bacterial pneumonia, not elsewhere classified"
10,J153,"Pneumonia due to streptococcus, group B",,J15.3,J15,"Bacterial pneumonia, not elsewhere classified"
10,J154,Pneumonia due to other streptococci,,J15.4,J15,"Bacterial pneumonia, not elsewhere classified"
10,J155,Pneumonia due to Escherichia coli,,J15.5,J15,"Bacterial pneumonia, not elsewhere classified"
10,J156,Pneumonia due to other Gram-negative bacteria,,J15.6,J15,"Bacterial pneumonia, not elsewhere classified"
10,J157,Pneumonia due to Mycoplasma pneumoniae,,J15.7,J15,"Bacterial pneumonia, not elsewhere classified"
10,J158,Pneumonia due to other specified bacteria,,J15.8,J15,"Bacterial pneumonia, not elsewhere classified"
10,J159,Unspecified bacterial pneumonia,,J15.9,J15,"Bacterial pneumonia, not elsewhere classified"
9,48230,"Pneumonia due to Streptococcus, unspecified",482.30,J15.4,J15,"Bacterial pneumonia, not elsewhere classified"
9,48231,"Pneumonia due to Streptococcus, group A",482.31,J15.4,J15,"Bacterial pneumonia, not elsewhere classified"
9,48232,"Pneumonia due to Streptococcus, group B",482.32,J15.3,J15,"Bacterial pneumonia, not elsewhere classified"
9,48239,Pneumonia due to other Streptococcus,482.39,J15.4,J15,"Bacterial pneumonia, not elsewhere classified"
9,48240,"Pneumonia due to Staphylococcus, unspecified",482.40,J15.20,J15,"Bacterial pneumonia, not elsewhere classified"
9,48241,Methicillin susceptible pneumonia due to Staphylococcus aureus,482.41,J15.211,J15,"Bacterial pneumonia, not elsewhere classified"
9,48242,Methicillin resistant pneumonia due to Staphylococcus aureus,482.42,J15.212,J15,"Bacterial pneumonia, not elsewhere classified"
9,48249,Other Staphylococcus pneumonia,482.49,J15.29,J15,"Bacterial pneumonia, not elsewhere classified"
9,48281,Pneumonia due to anaerobes,482.81,J15.8,J15,"Bacterial pneumonia, not elsewhere classified"
9,48282,Pneumonia due to escherichia coli [E. coli],482.82,J15.5,J15,"Bacterial pneumonia, not elsewhere classified"
9,48283,Pneumonia due to other gram-negative bacteria,482.83,J15.6,J15,"Bacterial pneumonia, not elsewhere classified"
9,48289,Pneumonia due to other specified bacteria,482.89,J15.8,J15,"Bacterial pneumonia, not elsewhere classified"
10,J1520,"Pneumonia due to staphylococcus, unspecified",,J15.20,J15,"Bacterial pneumonia, not elsewhere classified"
10,J1529,Pneumonia due to other staphylococcus,,J15.29,J15,"Bacterial pneumonia, not elsewhere classified"
10,J15211,Pneumonia due to Methicillin susceptible Staphylococcus aureus,,J15.211,J15,"Bacterial pneumonia, not elsewhere classified"
10,J15212,Pneumonia due to Methicillin resistant Staphylococcus aureus,,J15.212,J15,"Bacterial pneumonia, not elsewhere classified"
9,490,"Bronchitis, not specified as acute or chronic",490,J40,J40,"Bronchitis, not specified as acute or chronic"
10,J40,"Bronchitis, not specified as acute or chronic",,J40,J40,"Bronchitis, not specified as acute or chronic"
10,T2691XA,"Corrosion of right eye and adnexa, part unspecified, initial encounter",,T26.91XA,T26,Burn and corrosion confined to eye and adnexa
9,7522,Doubling of uterus,752.2,Q51.10,Q51,Congenital malformations of uterus and cervix
9,7523,Other anomalies of uterus,752.3,Q51.818,Q51,Congenital malformations of uterus and cervix
10,Q510,Agenesis and aplasia of uterus,,Q51.0,Q51,Congenital malformations of uterus and cervix
10,Q512,Other doubling of uterus,,Q51.2,Q51,Congenital malformations of uterus and cervix
10,Q513,Bicornate uterus,,Q51.3,Q51,Congenital malformations of uterus and cervix
10,Q514,Unicornate uterus,,Q51.4,Q51,Congenital malformations of uterus and cervix
9,75231,Agenesis of uterus,752.31,Q51.0,Q51,Congenital malformations of uterus and cervix
9,75233,Unicornuate uterus,752.33,Q51.4,Q51,Congenital malformations of uterus and cervix
9,75234,Bicornuate uterus,752.34,Q51.3,Q51,Congenital malformations of uterus and cervix
9,75235,Septate uterus,752.35,Q51.2,Q51,Congenital malformations of uterus and cervix
9,75236,Arcuate uterus,752.36,Q51.810,Q51,Congenital malformations of uterus and cervix
9,75239,Other anomalies of uterus,752.39,Q51.818,Q51,Congenital malformations of uterus and cervix
9,75241,"Embryonic cyst of cervix, vagina, and external female genitalia",752.41,Q51.6,Q51,Congenital malformations of uterus and cervix
9,75249,"Other anomalies of cervix, vagina, and external female genitalia",752.49,Q51.0,Q51,Congenital malformations of uterus and cervix
10,Q5120,"Other doubling of uterus, unspecified",,Q51.20,Q51,Congenital malformations of uterus and cervix
10,Q51810,Arcuate uterus,,Q51.810,Q51,Congenital malformations of uterus and cervix
10,Q51818,Other congenital malformations of uterus,,Q51.818,Q51,Congenital malformations of uterus and cervix
10,Q51820,Cervical duplication,,Q51.820,Q51,Congenital malformations of uterus and cervix
10,Q51828,Other congenital malformations of cervix,,Q51.828,Q51,Congenital malformations of uterus and cervix
10,X17XXXA,"Contact with hot engines, machinery and tools, initial encounter",,X17.XXXA,X17,"Contact with hot engines, machinery and tools"
10,Y641,"Contaminated medical or biological substance, injected or used for immunization",,Y64.1,Y64,Contaminated medical or biological substances
10,F05,Delirium due to known physiological condition,,F05,F05,Delirium due to known physiological condition
9,2930,Delirium due to conditions classified elsewhere,293.0,F05,F05,Delirium due to known physiological condition
9,2931,Subacute delirium,293.1,F05,F05,Delirium due to known physiological condition
9,6930,Dermatitis due to drugs and medicines taken internally,693.0,L27.0,L27,Dermatitis due to substances taken internally
9,6931,Dermatitis due to food taken internally,693.1,L27.2,L27,Dermatitis due to substances taken internally
9,6938,Dermatitis due to other specified substances taken internally,693.8,L27.8,L27,Dermatitis due to substances taken internally
10,L270,Generalized skin eruption due to drugs and medicaments taken internally,,L27.0,L27,Dermatitis due to substances taken internally
10,L271,Localized skin eruption due to drugs and medicaments taken internally,,L27.1,L27,Dermatitis due to substances taken internally
10,L272,Dermatitis due to ingested food,,L27.2,L27,Dermatitis due to substances taken internally
9,3572,Polyneuropathy in diabetes,357.2,E08.42,E08,Diabetes mellitus due to underlying condition
10,E089,Diabetes mellitus due to underlying condition without complications,,E08.9,E08,Diabetes mellitus due to underlying condition
9,24900,"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",249.00,E08.9,E08,Diabetes mellitus due to underlying condition
9,24901,"Secondary diabetes mellitus without mention of complication, uncontrolled",249.01,E08.65,E08,Diabetes mellitus due to underlying condition
9,24911,"Secondary diabetes mellitus with ketoacidosis, uncontrolled",249.11,E08.10,E08,Diabetes mellitus due to underlying condition
9,24920,"Secondary diabetes mellitus with hyperosmolarity, not stated as uncontrolled, or unspecified",249.20,E08.01,E08,Diabetes mellitus due to underlying condition
9,24940,"Secondary diabetes mellitus with renal manifestations, not stated as uncontrolled, or unspecified",249.40,E08.21,E08,Diabetes mellitus due to underlying condition
9,24941,"Secondary diabetes mellitus with renal manifestations, uncontrolled",249.41,E08.21,E08,Diabetes mellitus due to underlying condition
9,24950,"Secondary diabetes mellitus with ophthalmic manifestations, not stated as uncontrolled, or unspecified",249.50,E08.311,E08,Diabetes mellitus due to underlying condition
9,24951,"Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled",249.51,E08.39,E08,Diabetes mellitus due to underlying condition
9,24960,"Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified",249.60,E08.40,E08,Diabetes mellitus due to underlying condition
9,24961,"Secondary diabetes mellitus with neurological manifestations, uncontrolled",249.61,E08.40,E08,Diabetes mellitus due to underlying condition
9,24971,"Secondary diabetes mellitus with peripheral circulatory disorders, uncontrolled",249.71,E08.51,E08,Diabetes mellitus due to underlying condition
9,24980,"Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified",249.80,E08.618,E08,Diabetes mellitus due to underlying condition
9,24981,"Secondary diabetes mellitus with other specified manifestations, uncontrolled",249.81,E08.65,E08,Diabetes mellitus due to underlying condition
9,24990,"Secondary diabetes mellitus with unspecified complication, not stated as uncontrolled, or unspecified",249.90,E08.8,E08,Diabetes mellitus due to underlying condition
9,24991,"Secondary diabetes mellitus with unspecified complication, uncontrolled",249.91,E08.65,E08,Diabetes mellitus due to underlying condition
9,36641,Diabetic cataract,366.41,E08.36,E08,Diabetes mellitus due to underlying condition
10,E0810,Diabetes mellitus due to underlying condition with ketoacidosis without coma,,E08.10,E08,Diabetes mellitus due to underlying condition
10,E0821,Diabetes mellitus due to underlying condition with diabetic nephropathy,,E08.21,E08,Diabetes mellitus due to underlying condition
10,E0822,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,,E08.22,E08,Diabetes mellitus due to underlying condition
10,E0840,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",,E08.40,E08,Diabetes mellitus due to underlying condition
10,E0842,Diabetes mellitus due to underlying condition with diabetic polyneuropathy,,E08.42,E08,Diabetes mellitus due to underlying condition
10,E0843,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy,,E08.43,E08,Diabetes mellitus due to underlying condition
10,E0851,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene,,E08.51,E08,Diabetes mellitus due to underlying condition
10,E0865,Diabetes mellitus due to underlying condition with hyperglycemia,,E08.65,E08,Diabetes mellitus due to underlying condition
10,E08319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,,E08.319,E08,Diabetes mellitus due to underlying condition
10,E08649,Diabetes mellitus due to underlying condition with hypoglycemia without coma,,E08.649,E08,Diabetes mellitus due to underlying condition
10,E083513,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral",,E08.3513,E08,Diabetes mellitus due to underlying condition
10,E790,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,,E79.0,E79,Disorders of purine and pyrimidine metabolism
10,E799,"Disorder of purine and pyrimidine metabolism, unspecified",,E79.9,E79,Disorders of purine and pyrimidine metabolism
9,V220,Supervision of normal first pregnancy,V22.0,Z34.00,Z34,Encounter for supervision of normal pregnancy
9,V221,Supervision of other normal pregnancy,V22.1,Z34.80,Z34,Encounter for supervision of normal pregnancy
10,Z3403,"Encounter for supervision of normal first pregnancy, third trimester",,Z34.03,Z34,Encounter for supervision of normal pregnancy
10,Z3483,"Encounter for supervision of other normal pregnancy, third trimester",,Z34.83,Z34,Encounter for supervision of normal pregnancy
10,Z3490,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester",,Z34.90,Z34,Encounter for supervision of normal pregnancy
10,Z3491,"Encounter for supervision of normal pregnancy, unspecified, first trimester",,Z34.91,Z34,Encounter for supervision of normal pregnancy
9,3452,Petit mal status,345.2,G40.A01,G40,Epileptic seizures related to external causes
9,3453,Grand mal status,345.3,G40.301,G40,Epileptic seizures related to external causes
9,34500,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy",345.00,G40.A01,G40,Epileptic seizures related to external causes
9,34501,"Generalized nonconvulsive epilepsy, with intractable epilepsy",345.01,G40.A11,G40,Epileptic seizures related to external causes
9,34510,"Generalized convulsive epilepsy, without mention of intractable epilepsy",345.10,G40.309,G40,Epileptic seizures related to external causes
9,34511,"Generalized convulsive epilepsy, with intractable epilepsy",345.11,G40.311,G40,Epileptic seizures related to external causes
9,34540,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",345.40,G40.201,G40,Epileptic seizures related to external causes
9,34541,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy",345.41,G40.211,G40,Epileptic seizures related to external causes
9,34550,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",345.50,G40.101,G40,Epileptic seizures related to external causes
9,34551,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy",345.51,G40.111,G40,Epileptic seizures related to external causes
9,34561,"Infantile spasms, with intractable epilepsy",345.61,G40.823,G40,Epileptic seizures related to external causes
9,34570,"Epilepsia partialis continua, without mention of intractable epilepsy",345.70,G40.101,G40,Epileptic seizures related to external causes
9,34571,"Epilepsia partialis continua, with intractable epilepsy",345.71,G40.111,G40,Epileptic seizures related to external causes
9,34580,"Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy",345.80,G40.101,G40,Epileptic seizures related to external causes
9,34581,"Other forms of epilepsy and recurrent seizures, with intractable epilepsy",345.81,G40.111,G40,Epileptic seizures related to external causes
9,34590,"Epilepsy, unspecified, without mention of intractable epilepsy",345.90,G40.901,G40,Epileptic seizures related to external causes
9,34591,"Epilepsy, unspecified, with intractable epilepsy",345.91,G40.911,G40,Epileptic seizures related to external causes
10,G4089,Other seizures,,G40.89,G40,Epileptic seizures related to external causes
10,G40001,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, with status epilepticus",,G40.001,G40,Epileptic seizures related to external causes
10,G40009,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus",,G40.009,G40,Epileptic seizures related to external causes
10,G40019,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus",,G40.019,G40,Epileptic seizures related to external causes
10,G40101,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, with status epilepticus",,G40.101,G40,Epileptic seizures related to external causes
10,G40109,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus",,G40.109,G40,Epileptic seizures related to external causes
10,G40111,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, with status epilepticus",,G40.111,G40,Epileptic seizures related to external causes
10,G40119,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus",,G40.119,G40,Epileptic seizures related to external causes
10,G40201,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus",,G40.201,G40,Epileptic seizures related to external causes
10,G40209,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus",,G40.209,G40,Epileptic seizures related to external causes
10,G40211,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, with status epilepticus",,G40.211,G40,Epileptic seizures related to external causes
10,G40219,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus",,G40.219,G40,Epileptic seizures related to external causes
10,G40309,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus",,G40.309,G40,Epileptic seizures related to external causes
10,G40311,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, with status epilepticus",,G40.311,G40,Epileptic seizures related to external causes
10,G40319,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus",,G40.319,G40,Epileptic seizures related to external causes
10,G40401,"Other generalized epilepsy and epileptic syndromes, not intractable, with status epilepticus",,G40.401,G40,Epileptic seizures related to external causes
10,G40409,"Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus",,G40.409,G40,Epileptic seizures related to external causes
10,G40411,"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus",,G40.411,G40,Epileptic seizures related to external causes
10,G40419,"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus",,G40.419,G40,Epileptic seizures related to external causes
10,G40501,"Epileptic seizures related to external causes, not intractable, with status epilepticus",,G40.501,G40,Epileptic seizures related to external causes
10,G40509,"Epileptic seizures related to external causes, not intractable, without status epilepticus",,G40.509,G40,Epileptic seizures related to external causes
10,G40801,"Other epilepsy, not intractable, with status epilepticus",,G40.801,G40,Epileptic seizures related to external causes
10,G40802,"Other epilepsy, not intractable, without status epilepticus",,G40.802,G40,Epileptic seizures related to external causes
10,G40803,"Other epilepsy, intractable, with status epilepticus",,G40.803,G40,Epileptic seizures related to external causes
10,G40804,"Other epilepsy, intractable, without status epilepticus",,G40.804,G40,Epileptic seizures related to external causes
10,G40811,"Lennox-Gastaut syndrome, not intractable, with status epilepticus",,G40.811,G40,Epileptic seizures related to external causes
10,G40812,"Lennox-Gastaut syndrome, not intractable, without status epilepticus",,G40.812,G40,Epileptic seizures related to external causes
10,G40814,"Lennox-Gastaut syndrome, intractable, without status epilepticus",,G40.814,G40,Epileptic seizures related to external causes
10,G40901,"Epilepsy, unspecified, not intractable, with status epilepticus",,G40.901,G40,Epileptic seizures related to external causes
10,G40909,"Epilepsy, unspecified, not intractable, without status epilepticus",,G40.909,G40,Epileptic seizures related to external causes
10,G40911,"Epilepsy, unspecified, intractable, with status epilepticus",,G40.911,G40,Epileptic seizures related to external causes
10,G40919,"Epilepsy, unspecified, intractable, without status epilepticus",,G40.919,G40,Epileptic seizures related to external causes
10,G40A01,"Absence epileptic syndrome, not intractable, with status epilepticus",,G40.A01,G40,Epileptic seizures related to external causes
10,G40A09,"Absence epileptic syndrome, not intractable, without status epilepticus",,G40.A09,G40,Epileptic seizures related to external causes
10,G40A11,"Absence epileptic syndrome, intractable, with status epilepticus",,G40.A11,G40,Epileptic seizures related to external causes
10,G40A19,"Absence epileptic syndrome, intractable, without status epilepticus",,G40.A19,G40,Epileptic seizures related to external causes
10,G40B09,"Juvenile myoclonic epilepsy, not intractable, without status epilepticus",,G40.B09,G40,Epileptic seizures related to external causes
10,G40B19,"Juvenile myoclonic epilepsy, intractable, without status epilepticus",,G40.B19,G40,Epileptic seizures related to external causes
9,E9018,Accident due to excessive cold of other specified origin,E901.8,W93.8XXA,W93,Exposure to excessive cold of man-made origin
10,W9301XS,"Contact with dry ice, sequela",,W93.01XS,W93,Exposure to excessive cold of man-made origin
10,W938XXA,"Exposure to other excessive cold of man-made origin, initial encounter",,W93.8XXA,W93,Exposure to excessive cold of man-made origin
9,E9295,Late effects of accident due to natural and environmental factors,E929.5,W92.XXXS,W92,Exposure to excessive heat of man-made origin
10,W92XXXA,"Exposure to excessive heat of man-made origin, initial encounter",,W92.XXXA,W92,Exposure to excessive heat of man-made origin
10,W4909XA,"Other specified item causing external constriction, initial encounter",,W49.09XA,W49,Exposure to other inanimate mechanical forces
10,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",,I13.0,I13,Hypertensive heart and chronic kidney disease
10,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",,I13.2,I13,Hypertensive heart and chronic kidney disease
9,40400,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",404.00,I13.10,I13,Hypertensive heart and chronic kidney disease
9,40401,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",404.01,I13.0,I13,Hypertensive heart and chronic kidney disease
9,40403,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease",404.03,I13.2,I13,Hypertensive heart and chronic kidney disease
9,40410,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",404.10,I13.10,I13,Hypertensive heart and chronic kidney disease
9,40411,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",404.11,I13.0,I13,Hypertensive heart and chronic kidney disease
9,40413,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease",404.13,I13.2,I13,Hypertensive heart and chronic kidney disease
9,40490,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",404.90,I13.10,I13,Hypertensive heart and chronic kidney disease
9,40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",404.91,I13.0,I13,Hypertensive heart and chronic kidney disease
9,40492,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease",404.92,I13.11,I13,Hypertensive heart and chronic kidney disease
9,40493,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease",404.93,I13.2,I13,Hypertensive heart and chronic kidney disease
10,I1310,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",,I13.10,I13,Hypertensive heart and chronic kidney disease
10,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",,I13.11,I13,Hypertensive heart and chronic kidney disease
9,6150,"Acute inflammatory diseases of uterus, except cervix",615.0,N71.0,N71,"Inflammatory disease of uterus, except cervix"
9,6151,"Chronic inflammatory diseases of uterus, except cervix",615.1,N71.1,N71,"Inflammatory disease of uterus, except cervix"
9,6159,Unspecified inflammatory disease of uterus,615.9,N71.9,N71,"Inflammatory disease of uterus, except cervix"
10,N710,Acute inflammatory disease of uterus,,N71.0,N71,"Inflammatory disease of uterus, except cervix"
10,N711,Chronic inflammatory disease of uterus,,N71.1,N71,"Inflammatory disease of uterus, except cervix"
10,N719,"Inflammatory disease of uterus, unspecified",,N71.9,N71,"Inflammatory disease of uterus, except cervix"
9,4870,Influenza with pneumonia,487.0,J11.00,J11,Influenza due to unidentified influenza virus
9,4878,Influenza with other manifestations,487.8,J11.2,J11,Influenza due to unidentified influenza virus
10,J111,Influenza due to unidentified influenza virus with other respiratory manifestations,,J11.1,J11,Influenza due to unidentified influenza virus
10,J112,Influenza due to unidentified influenza virus with gastrointestinal manifestations,,J11.2,J11,Influenza due to unidentified influenza virus
10,J1100,Influenza due to unidentified influenza virus with unspecified type of pneumonia,,J11.00,J11,Influenza due to unidentified influenza virus
10,J1108,Influenza due to unidentified influenza virus with specified pneumonia,,J11.08,J11,Influenza due to unidentified influenza virus
10,J1181,Influenza due to unidentified influenza virus with encephalopathy,,J11.81,J11,Influenza due to unidentified influenza virus
10,J1189,Influenza due to unidentified influenza virus with other manifestations,,J11.89,J11,Influenza due to unidentified influenza virus
9,6271,Postmenopausal bleeding,627.1,N95.0,N95,Menopausal and other perimenopausal disorders
9,6272,Symptomatic menopausal or female climacteric states,627.2,N95.1,N95,Menopausal and other perimenopausal disorders
9,6273,Postmenopausal atrophic vaginitis,627.3,N95.2,N95,Menopausal and other perimenopausal disorders
9,6274,Symptomatic states associated with artificial menopause,627.4,N95.8,N95,Menopausal and other perimenopausal disorders
9,6278,Other specified menopausal and postmenopausal disorders,627.8,N95.8,N95,Menopausal and other perimenopausal disorders
9,6279,Unspecified menopausal and postmenopausal disorder,627.9,N95.9,N95,Menopausal and other perimenopausal disorders
10,N950,Postmenopausal bleeding,,N95.0,N95,Menopausal and other perimenopausal disorders
10,N951,Menopausal and female climacteric states,,N95.1,N95,Menopausal and other perimenopausal disorders
10,N952,Postmenopausal atrophic vaginitis,,N95.2,N95,Menopausal and other perimenopausal disorders
10,N958,Other specified menopausal and perimenopausal disorders,,N95.8,N95,Menopausal and other perimenopausal disorders
10,N959,Unspecified menopausal and perimenopausal disorder,,N95.9,N95,Menopausal and other perimenopausal disorders
9,5810,Nephrotic syndrome with lesion of proliferative glomerulonephritis,581.0,N04.4,N04,Nephrotic syndrome with C3 glomerulonephritis
9,5812,Nephrotic syndrome with lesion of membranoproliferative glomerulonephritis,581.2,N04.3,N04,Nephrotic syndrome with C3 glomerulonephritis
9,5813,Nephrotic syndrome with lesion of minimal change glomerulonephritis,581.3,N04.0,N04,Nephrotic syndrome with C3 glomerulonephritis
9,5819,Nephrotic syndrome with unspecified pathological lesion in kidney,581.9,N04.9,N04,Nephrotic syndrome with C3 glomerulonephritis
10,N040,Nephrotic syndrome with minor glomerular abnormality,,N04.0,N04,Nephrotic syndrome with C3 glomerulonephritis
10,N041,Nephrotic syndrome with focal and segmental glomerular lesions,,N04.1,N04,Nephrotic syndrome with C3 glomerulonephritis
10,N042,Nephrotic syndrome with diffuse membranous glomerulonephritis,,N04.2,N04,Nephrotic syndrome with C3 glomerulonephritis
10,N045,Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis,,N04.5,N04,Nephrotic syndrome with C3 glomerulonephritis
10,N048,Nephrotic syndrome with other morphologic changes,,N04.8,N04,Nephrotic syndrome with C3 glomerulonephritis
10,N049,Nephrotic syndrome with unspecified morphologic changes,,N04.9,N04,Nephrotic syndrome with C3 glomerulonephritis
9,58189,Nephrotic syndrome with other specified pathological lesion in kidney,581.89,N04.8,N04,Nephrotic syndrome with C3 glomerulonephritis
10,M180,Bilateral primary osteoarthritis of first carpometacarpal joints,,M18.0,M18,Osteoarthritis of first carpometacarpal joint
10,M189,"Osteoarthritis of first carpometacarpal joint, unspecified",,M18.9,M18,Osteoarthritis of first carpometacarpal joint
9,71534,"Osteoarthrosis, localized, not specified whether primary or secondary, hand",715.34,M18.9,M18,Osteoarthritis of first carpometacarpal joint
9,71594,"Osteoarthrosis, unspecified whether generalized or localized, hand",715.94,M18.9,M18,Osteoarthritis of first carpometacarpal joint
10,M1810,"Unilateral primary osteoarthritis of first carpometacarpal joint, unspecified hand",,M18.10,M18,Osteoarthritis of first carpometacarpal joint
